review,sentiment
"The only redeeming feature of this movie is Steve Carell. Like John Wayne, I've never seen Steve Carell stretch too far as an actor, but it doesn't matter. He always plays his one role perfectly.<br /><br />As Marty Feldman once said, comedy must have internal consistency. You can have 4 men on stage sitting in garbage cans, and that's fine, but if you bring a fifth man on stage who isn't in a garbage can, you must then explain to the audience why he is not also in a garbage can.<br /><br />Why doesn't Evan accept his role as a messenger of God? Why, when he does accept it, is he so profoundly embarrassed by it? Why isn't anyone more impressed with the way that animals follow Evan around (they are explained away by the unthinking doubters as ""trained animals"" possibly from a circus). There's a terrible flood at the end, and most everyone we see hops on the ark and is saved, but surely thousands of people would have been killed by the flood; there is no post-disaster emotional atmosphere at the end. Instead, most of congress has finally seen the light and is about to prosecute the lone incorrigibly bad congressman for ""profiteering"".<br /><br />I gotta admit: I also liked the fish in the aquarium reacting to the presence of Evan.",negative
"I have been an avid Jane Austen fan for many years. I had never seen this adaptation, so when I had heard of it, I came here and read all the excellent reviews. On that basis I eagerly ordered it from Netflix. What a cruel disappointment! They have taken one of the most subtle and bright comic novels and made it dull. Each character seems to have been dealt a single facial expression, a single tone upon which to base their flat characters. Although this adaptation seems to have used every word that Jane Austen wrote, they appear to have been passed around to characters in a random fashion. Even though it was done as a miniseries, this adaptation manages to confuse and feel as rushed as if it had been done as a movie of the week.<br /><br />Mr. Bennett too harsh, Mrs. Bennet just a chattering chipmunk, Mr. Darcy as lifeless as a nutcracker, the Bennett girls almost indistinguishable and Mr. Wickham a man who no one would look twice at - hardly the appealing cad! I'm quite put out!",negative
"Jon Cryer reprises his role as a neurotic guy in Two and a Half Men, which he perfected in this series. He longs to have a good relationship with a girl like his coworker has developed, and the tet-a-tet between him and his partner's girlfriend's best friend are pretty funny. Then they realize that they're attracted to each other and start dating. In one of the funniest lines on TV EVER -- I think in the final episode -- he and his partner are discussing that he wants to propose to the girl. <br /><br />His partner prepares him for the moment by suggesting: ""What's the worst that can happen? She says no.""<br /><br />Armed with newfound optimism, he proposes to his date over dinner. To which she replies, <br /><br />""GOD, no!""<br /><br />I laughed so hard I cried.",positive
"Guys and Dolls is a unique play based on the characters. Sky Masterson<br /><br />(Marlon Brando) is a high-class gambler who takes up a bet with Nathan Detroit (Frank Sinatra) for one-thousand dollars. Nathan needs the money so he can<br /><br />run his usual crap game and make a fortune. The bet was that Sky wouldn't be able to take just any girl to Havana, Cuba and the ""doll"" he chose was Sarah<br /><br />Brown (Jean Simmons) who was in charge of a missionary. Sky finally bribes<br /><br />Sarah enough to go to Havana with him. They end up falling in love with each other, but later she accuses him of something he had no part in. Nathan ran a crap game in the missionary the night they were gone. Nathan's 14 year fiancé Adelaide (Vivian Blaine) disapproves of Nathan's gambling and tries to stop him from doing it. However, when the movie ends it all ends happy with a double<br /><br />wedding.<br /><br />The songs in this movie are just wonderful no matter who sings it. Marlon<br /><br />Brando has no singing voice at all and true they could have dubbed him but it didn't really matter. He did a wonderful acting job (obviously seeing as it's Brando) and played his character very well. I have seen a few movies with Jean Simmons and thought that this movie was her weakest one, she also couldn't<br /><br />sing at all. However, the singing is made up by Frank Sinatra, Vivien Blaine, and Stubby Kaye. Vivien Blaine and Stubby Kaye was also in the original<br /><br />Broadway production of Guys and Dolls. Vivien Blaine had a terrific voice and was the perfect Adelaide. If you like musical, and even if you don't, i advise you to watch this.",positive
"I've watched a lot of television in my 51 years, but I've never had so much fun week after week, as I had watching Oz. The acting by the entire cast was excellent. The writing was just perfect, with every character remaining consistent throughout the six year run. I also enjoyed the mayhem and the ultra-violence. It may sound odd, but it was at times, comical finding out how one of the characters would eventually end up dead. I particularly enjoyed the true romance and love between Beecher and Keller. Those two men really knew how to throw down, in every way possible. I truly hope that HBO will continue to show us re-runs of this great show FOREVER! I've watched every episode at least 4 times yet I still look forward to Tuesday and Thursday nights at 11 p.m. for an episode of this fun and very entertaining show.",positive
"This program would be useful for training hardened felons basic human emotions. Beyond this purpose, the show has no value other than to fill bandwidth that would otherwise go unutilized in the electromagnetic spectrum. I feel a greater sense of suspense and anticipation listening to a computerized voice chip endlessly droning out the products of a random number generator. Fortunately, the helpful and frequent music cues will tell viewers how they're supposed to feel, in case they are unable to fully internalize the predictable and shallow plot line. I did find Amy to be a superficially positive character, as she is a role model to young women that they can serve in traditionally male fields. Unfortunately, her totally subjective approach to the law is guided solely by whatever capricious personal guidelines Amy elects to employ, resulting in Amy's trials more closely resembling appeals to the personal mercy of a tribal despot than a true administration of justice. This show is unpalatable in any amount, although this is to some extent mitigated after two episodes by the brain's god-given filtering processes, by which the show will thankfully leave the same imprint on the viewer's memory as a television tuned to a dead channel at maximum volume.",negative
"I was not very excited to see this movie in the first place but a group of us decided to go see it on opening night. I felt like getting up and walking out and attempting to get my money back 20 minutes into this film. I felt that the movie was very boring, uninteresting, and not true in many aspects including ""gaming"". I tried my best not to fall asleep during the movie as i watched one of the worst horror films i have ever seen. The scary movie series was scarier than this movie. The sad attempt to pull in a Gothic girl, an overworked business man, and 15 year old geek, and some random guy into a video game that kills you is a bad plot to begin with. Then they try to throw in a very horrible love scene where the main character kisses another girl after saving her 10 minutes after his girlfriend was murdered. The theater was packed when the movie started by then end a little over half of the people had left before it was over. If you feel the need to waste only 1 hour and 16 minutes of your time seeing this movie ... prepare to feel cheated.",negative
"I don't know how to describe this movie. It's definitely one of the weirdest movies I've seen in a long time. It is very unsettling at times but also boring in other places. The scenes of dental torture are very elaborate and may attract anyone who's into gore & splatter. I found myself holding my teeth during some of the aforementioned scenes. The clever thing about the movie is that it plays with our fears and The Dentist is therefore quite unsettling.<br /><br />The humor of the film is somehow hidden and may not be recognized by everyone. But if you're a fan of weird and strange entertainment and teeth getting drilled to dust this is just the film you were looking for.<br /><br />If you read the comment and feel somehow attracted by this kind of entertainment, give it a try!<br /><br />My rating: 4/10 (maybe a little too weird for my taste)",negative
"Where to start? Some guy has some Indian pot that he's cleaning, and suddenly Skeletor attacks. He hits a woman in the neck with an axe, she falls down, but then gets up and is apparently uninjured. She runs into the woods, and it turns out there's the basement of a shopping center out there in the woods. She meets a utility worker and Skeletor attacks again. Luckily, like any good utility worker, he's got a gun and shoots at the guy. Doesn't work, everything starts on fire.<br /><br />Cut to some people walking through the woods. Even though they've been hiking together for some time, they sit down and introduce themselves to each other. Wouldn't they have probably done that when they first met? Anyhow, they're ""undercover"" Delta team members (undercover, I suppose, because that way they don't have to pay to dress them in uniforms). The cute girls are various things such as a sniper school instructor and, oh, I can't remember the rest. It doesn't matter. Eventually they all take their guns out and immediately start aiming them at various things. ? Anyhow, they meet an old Indian who is sitting out in the woods. He wants beans. You know, like pork and beans? He mumbles some stuff, I can only assume that it's the premise of the movie. I relied on having heard the premise from the commercials, because you can't really understand anything he says.<br /><br />So, they walk around the woods some more. All the dialogue is a load of quasi-military, macho BS. I mean all of it, as in every single word. Like ""This reminds me of when we were in Kabul"" or ""This reminds me of when we were in Laos"". Skeletor attacks again. Let me give you a rundown of a basic attack. One of the female characters is crouched behind a tree and she aims her gun at the approaching guy on the horse. For some reason, she doesn't fire but yells several times for someone else. Then as Skeletor approaches, she jumps out from behind the tree so that Skeletor can stick her with his spear. Then everybody starts shooting. The bullets cause sparks to fly from the trees. Apparently the folks who made this movie never shot a tree with a bullet. They don't make sparks.<br /><br />Then Casper Van Diem is all of a sudden driving a semi-truck, trying to run over Skeletor. He misses, and the truck slides to a stop. Van Diem is injured, apparently he slid across the seat and bumped his hip on the window crank or something, so he crawls out of the truck and it explodes. Later he's in the woods dying and everybody says a bunch of quasi-military, macho BS. They meet a couple guys in the woods and blow their ""undercover"" status by immediately identifying themselves as being from the Army. They beat on the guys for some reason, then they go away.<br /><br />Some other stuff happens, people mumble, the camera shakes, etc.<br /><br />I think it comes to an end eventually.<br /><br />My theory is that the Sci-Fi Channel is getting a little annoyed with everyone bashing their movies, so they put this out to remind us all how bad movies can really be. Like, you think our movies are bad? Well, you haven't seen bad. HERE'S BAD!!! Okay, now that we've got that out of the way, the rest of our movies are pretty good in comparison, right?<br /><br />Well, it's just a theory.",negative
"If I had never seen the first Road House, then I guess this movie might get one more star, but even then that makes it a 3 star movie. For that matter I was really surprised as to the relatively high rating it currently has.<br /><br />In reality, I was not able to finish this movie, as it was painful. Where it went wrong (at least the most obvious way) is that it pretty much parallels the original exactly even though the original plot is still referenced. This doesn't really make sense and doesn't work. Also, the acting is weak...I never felt like I was into the movie yet I felt like I was watching people act. Even good actors like Busey don't work out, probably due to the screenplay or maybe the awkward editing. The strangest thing is that the movie feels like a mid 90's B movie, yet is made in 06. I am not sure as to why, but then again, this often seems to happen with sequels for some reason. The music, the look, and the whole overall feel reminds me of movies you saw 10 years ago on Cinemax late at night. The strangest thing of all is that I am also expecting Ja Rule to come in at some point...often it reminds me of more current movies with rappers as actors.<br /><br />The most irritating thing is love interest girl who's character seems like a total rip off of the Lois Lane character on Smallville which is also quite annoying. And lets not forget the fakest sounding ""southern accents"" I have heard since Walk the Line. I realize this is common place in movies, but no accent at all would work better than attempting to sound like you are from that universal hick place on TV where anyone from any southern state (or KY and WV) sound exactly the same. Sure, people in desert towns in AZ sound just like people in Southeastern states 2000+ miles away. That was wearing thin 10 years ago in the B movies where technique came from. Why do writers / directors make such decisions? <br /><br />Bottom line: I would truly not recommend this if you are a fan of Road House or if you like good movies. Also, if you have not seen it yet, don't spoil it by seeing this version first. The original Road House was one of those accidental classics that people love and watch over and over. It was an unexpected success like American Graffiti, Dazed and Confused, and more recently Office Space, Fast and Furious (only the first one!), and Napolean Dynamite. Why did they spoil it!!!???<br /><br />They should have never made a sequel to Road House other than a high budget version with the right actors / director. Sure, you can never top the original (ex: Bad News Bears, The Longest Yard, etc.), but at least if you can do it right it will be presentable as is the case with the examples I mentioned. But to make a low budget, off-network, self production of Road House is criminal.",negative
"Soul Calibur is more solid than it ever was... with the new character creation, and the bad-ass chronicle of the sword mode on the home version.<br /><br />The arcade version is more complete, even though the character roster is smaller than the home version, this version is definitely the more pretty of the two, eliminating all of the ""goofy/unrealistic"" fighting styles found in the home version. If you were in any way disappointed with the home version, or perhaps thought it was ""too much,"" you might find a much more likable and straight forward game of Soul Calibur in the arcade. Think you have what it takes to become a Legend?",positive
"During the brief period between Clint Eastwood's string of spaghetti westerns and his Dirty Harry films, he and director Don Siegel teamed up to make this unusual picture. Eastwood plays an injured Union Army corporal during the Civil War who is taken in by a southern school for girls until he recovers from his wounds. It has been a while since the young women (most of which seem to be teenagers) have had a man on the premises, so they are reluctant to turn him in to the local rebel soldiers. The resulting situations are often humorous, shocking, erotic, or even downright grotesque as Eastwood slowly regains his strength and begins to brood over the establishment.<br /><br />The basic storyline almost sounds like the makings of a porno film. We have a masculine male suddenly surrounded by young nubile women. Most of them are sexually attracted to him. And he is more than willing to spread the love amongst them. The material never really slips down to the level of ""tasteless"", however. Eastwood, Siegel, and cinematographer Bruce Surtees are such skilled filmmakers, that the film always retains its dignity.<br /><br />Eastwood's John McBurney is like no other character he has ever played. McBurney is an amoral, conniving, and lustful charlatan. He knows that most of the women, even the youngest want his bod, and he lets more than one of them have a shot at him. McBurney often uses flattery to butter the women up, then uses his rugged good looks to reel them in. He is like a drunken player at a cocktail party, often hitting on different women even in the same scene! Eventually, his lustful ways cause him great agony and loss in a way you must see for yourselves. This author would not dream of revealing the specific consequences of his actions, but there is little doubt he has them coming.<br /><br />Eastwood gives a typically great performance. He seems to be having a blast with the role until things turn really ugly, then he turns mean and ugly. Geraldine Page is a treat as the steely B*tch who runs the school. We know she wants McBurney as much as the other girls, but with her checkered past shown to us in flashbacks, we find out that isn't all she's after! Mae Mercer as a slave belonging to the school gives a great performance, too. She obviously knows McBurney is a skunk from the beginning, and she never lets his phony charm bring her guard down. This is a character you will want to know more about after the film is over. She seems to have a greater knowledge of the world than anyone else in the film.<br /><br />The Beguiled did poorly in its theatrical release. Nobody was quite sure what to make of it, and some of its content no doubt raised a few eyebrows in 1971. For example, in an early scene we see Eastwood romantically kiss a 12-yr-old girl. Is he just trying to keep her quiet when the rebel soldiers get close, or is he really enjoying it? Probably both! A fantasy sequence later on even shows Clint getting it on with not only Page, but her young assistant! Truly some interesting goings on in this one. It's a good thing Eastwood became the star he did, or this one might have been long forgotten.<br /><br />Highly recommended. 9 of 10 stars.<br /><br />The Hound.",positive
"Oliver Stone is not one to shy away from a movie or theme for that matter. He is eager to confront people with their fears or show them their ugly faces in the mirror. Look on his CV for proof! This movie is not an exception, quite on the contrary, it is another gem, that unfortunately not many have seen.<br /><br />As controversial movies go, this is one that you should be thankful for. A movie that should encourage you to think about you, the people next to you. The prejudices that do exist and that everyone of us has in one form or another. Either we like to admit it or not, but it is easier to categorize people and be like ""Ah he's 'xyz', yeah he must be like ..."". Now I might be reading too much into it, but I don't believe that. I believe that Oliver Stone is a very intelligent filmmaker and that he was aiming for those things. And if that's something you want to explore (as a movie or within yourself), than watch this film and be excited!",positive
"Perhaps once in a generation a film comes along that is perfection. For me, ""The Railway Children"" is that film - a timeless classic that was directed and performed most beautifully. It depicts all that is worthwhile in humanity and climaxes in the conquest of love and faith over cruel injustice. Every performance is a gem, though Bobbie stands out and, like Judy Garland as Dorothy before her, Jenny Agutter makes it impossible for us to imagine anyone else in the role.<br /><br />The world is all the better for this film and the children of today would be much the better for watching it.<br /><br />Of course, like so many young men of my generation, I fell hopelessly in love with Jenny Agutter and her hold was as strong when I had the great good fortune to meet her a few days ago - the bewitching smile and voice like dripping honey were still there to send me weak at the knees as they first did all those years ago!",positive
"""Ice Age"" is one of the cartoon movies ever produced by Blue Sky Studios and released in 2002 as the company's first. We are introduced to the main characters: a squirrel named Scrat (voiced by Chris Wedge, AND PLEASE NOTE: the sound of Scrat's screams is the sound of Tom's screams from the ""Tom and Jerry"" cartoons), a woolly mammoth named Manny (voiced by Ray Romano of ""Everybody Loves Raymond""), a sloth named Sid (voiced by John Leguizamo of ""Titan A. E.""), and a saber toothed tiger named Diego (voiced by Denis Leary of Pixar's ""A Bug's Life"").<br /><br />The movie opens with Scrat trying to bury an acorn and right after that, he caused an avalanche. We then see a herd going south for the coming Ice Age (except for Manny, who is going the other way looking for other mammoths that looked like him). Sid comes out of his cave yawning, and saw that his family abandoned him. He then pays toll with some aardvarks. Unfortunately, he gets pursued by Sylvia (voiced by Kirsten Johnston of ""3rd Rock from the Sun""), a female orange sloth, who wants Sid to go migrating with her. Sid eventually teams up with Manny, and they became friends.<br /><br />Meanwhile, nearby a human tribe, Soto (voiced by Goran Visnjic), an evil saber toothed tiger, wants revenge against the tribe's leader for wiping out half of his pack just by stealing his infant son, Roshan, away from him. In the morning, he, Diego, and Soto's henchmen, Lenny (voiced by Alan Tudyk), Oscar (voiced by Diedrich Bader), and Zeke (voiced by Jack Black) attacked the tribe, but the leader's wife escaped with Roshan and gave him to Manny and Sid to look after. Eventually, Diego joins them, and went on a journey to return Roshan back to his tribe, who are also looking for him as well. Relax and watch the rest of the movie and find out, okay? Besides Manny, Sid, Diego, Scrat, Sylvia, and Roshan, the supporting characters in there including a pack of wolves that Roshan's tribe are using, and not to mention a fat female purple sloth named Jennifer (voiced by Jane Krakowski), and a skinny female yellow sloth named Rachel (voiced by Lorri Bagley), to whom Sid shows them Roshan as they relax in a tar pit. Incidentally, the two rhinos, Carl (voiced by Cedric The Entertainer of PDI's ""Madagascar""), and Frank (voiced by Stephen Root of Pixar's ""Finding Nemo""), who go after Sid for ruining their meal and confront Manny on a cliff, are simple minor characters. Same went for the dodos, who are using melons as their food supply.<br /><br />The gags in this movie are very funny. For instance, Manny talks through his trunk saying, ""I'M NOT GOING!"" When Jennifer and Rachel are out of the tar pit, Sid asks Jennifer ""What do you say if we jump into the gene pool and see what happens?"" Jennifer then responds to him, ""What do you say if you go jump into the TAR PIT!?"" Rachel also then kicks Sid in the waist. Sylvia sees Diego holding Sid by the neck with his teeth, then she asks Sid if he's holding his breath, tells Diego to eat him, and promptly walks off.<br /><br />Since ""Ice Age"" is not only a success, but it has 2 sequels: the first one was ""Ice Age: The Meltdown"", which was released in 2006, and the other was ""Ice Age: Dawn of the Dinosaurs"", which is going to be releasing next year. I can hardly die waiting to see what ""Ice Age: Dawn of the Dinosaurs"" will be like.",positive
"This movie is not schlock, despite the lo fi production and its link to Troma productions. A dark fable for adults. Exploitation is a theme of Sugar Cookies, and one wonders if the cast has not fallen prey to said theme. A weird movie with enticing visuals: shadows and contrast are prominent. Definitely worth a look, especially from fans of Warhol and stylish decadence. Through all the cruelty and wickedness, a moral, albeit twisted, can be gleamed.",positive
"Greetings again from the darkness. Director Alejandro Amenabar creates life against all odds in this based on a true story version of one man's struggle to control his destiny. The great Javier Bardem is fascinating to watch in his role as Ramon. His eyes and head movements leave little doubt what is going on in his mind. The dream and fantasy sequences are not overused so prove very effective in explaining why he wants what he wants. Rather than force us to answer the euthanasia question, the real question posed is , What is Love? At every turn we see people in love, looking for love or dying to be loved. The script is tight and keeps the film moving despite being filmed mostly in one room. The supporting cast is wonderful and we truly feel their pain and how each family member deals with Ramon's decision. This is a gem and deserves to be seen.",positive
"It was a Sunday night and I was waiting for the advertised movie on TV. They said it was a comedy! The movie started, 10 minutes passed, after that 30 minutes and I didn't laugh not even once. The fact is that the movie ended and I didn't get even on echance to laugh. PLEASE, someone tickle me, I lost 90 minutes for nothing.",negative
"This movie is silly and very short of being a funny movie. Unhappy 'easterners' are not pleased with being out west; so they hire a drunk wagon master(John Candy)to lead them back east. Sight gags were just not funny enough to carry this one. And Richard Lewis gets on your nerves very quickly; but then I honestly don't like him at anything he does. Ed Lauter is hilarious as the bumbling villain.<br /><br />The movie was dedicated to Candy. He died from a massive heart attack ten days before the movie was completed. A stand in and digital enhancement enabled Candy's character to be seen in the final scenes. Candy was a very good comedian and gave us some real good knee slapping, belly laughs in his career. This movie was just not the caliber of his best.<br /><br />Also in the film, you will recognize: William Sanderson, Gailard Sartain, Ethan Phillips, Ellen Greene and Rodney A. Grant.",negative
This movie is so bad that it actually gets funny. One of the worst movies I've ever seen in my entire life. The funny thing was that the trailer had scenes in it that wasn't in the movie. Just by watching the trailer I would have saved a lot of my time. It actually showed everything that happened in the movie except for the conclusion and that was also so obvious.<br /><br />It's honestly hard to think of a reason why this movie was made. This is just so bad. Horrible. <br /><br />I would give it 0 out of 10 if that would be possible. There is nothing else to say about this movie.,negative
"I've been looking forward to the release of this movie since I first heard the concept two years ago, and I was not disappointed. I won't bother summarizing the story since everyone else has, but I will say that it was just plain entertaining throughout. The performances were great, as was the music, and the main characters were likeable.<br /><br />My only complaints are: (1) the story was definitely lacking; the movie wrapped up very abruptly- in fact the writing became pretty lax in the second half, as though the writers weren't sure what to do with the plot. Since the plot wasn't nearly as important as the music and the action, this didn't really affect the entertainment value of the film, so this is not as major a complaint as it would seem.<br /><br />(2) This is really nitpicky, but the music that the characters in the movie were listening to was sometimes dated after 1985, when the movie was set. INXS' Devil Inside was from 1987 and AC/DC's Are You Ready was from 1990, among other mistakes. This bothers me a bit, since they obviously went to lengths to make a good period piece, they could have checked the copyright date on these songs to make sure they were 1985 or earlier. Again, not a big deal.<br /><br />Oh, I thought of something else that was strange. The Steel Dragon band members were supposed to be English, but for some reason Dokken bassist Jeff Pilson and Ozzy guitarist Zakk Wylde played band members, and they each had a couple of speaking lines in AMERICAN accents. That was kind of lazy also, but it was still cool to see actual musicians playing musicians, so I will forgive that as well.<br /><br />I could probably nitpick all day, but I don't want to give the impression that this wasn't a super entertaining movie. I will probably buy the DVD when it comes out, and I will certainly buy the soundtrack CD simply for the six Steel Dragon songs (some of which were sung by the singer from the band Steelheart, if you remember them!). The highlight of the film was possibly a great outtake where Mark Wahlberg is lipsynching to a rock song on stage and suddenly someone plays ""Good Vibrations"" by Marky Mark and the Funky Bunch. The surprised look of Mark's face is priceless. Classic rock and roll flick! Score: 8/10 due to extreme entertainment",positive
"Despite Louis B. Mayer reportedly not being interested in signing the young Greta Garbo to a contract, this first American and MGM film for the actress looked quite beautiful. It's obvious that the film was assigned some amazing talent to film the production and make matte paintings, as it has all the nice polish and artfulness you'd expect from the best pictures the studio could produce. It simply looks beautiful--even 84 years later.<br /><br />As for Garbo herself, like her other very early American films she, too, looks different. While she's quite recognizable, her makeup is much softer than it would become just a year later--giving her a less severe look and a gentleness about her you just didn't see in subsequent films. I kind of wish they'd kept this look, but considering how famous she'd become with the trademark look, who am I to say they shouldn't have gone that route?! The film is about Garbo and how she and her family are unfairly forced off their land by the landlord. While the landlady, the much esteemed Doña Bernarda, claims it's because the bank has demanded payment, it's because her son has fallen for Garbo--and what better way to get rid of her than to force them out on the streets! Nice lady, huh?! Years pass and by now Garbo has become a new singing sensation who is world-famous. When she returns to her hometown years later, her old boyfriend (who HAD promised to marry her but wimped out when his mother, Doña Bernarda, refused to allow it) sees her. His new love for another lady is now tested--will he be content to marry this lady who is the heir to a huge pig fortune or will he want his old flame? And, more importantly, will Garbo even take him back after he behaved so spinelessly? In the meantime, a huge rainstorm hits. The land begins to flood and homes soon are being washed away by the deluge. Cortez and a friend make a mad dash as the dam breaks! In a scene where they obviously superimposed his row boat over the cascading stream, he eventually makes it out alive and to the home where Garbo is now staying. She welcomes them inside and they stay with her until the storm passes. Then, he admits that he still loves her and had braved the storm to make sure that she was safe. She tells him to get lost! Next, you see Ricardo about to get married to his second choice, the daughter of the Pork King. He obviously has little enthusiasm for this--and you feel sorry for the lady, as she did nothing wrong. Soon, Cortez is seen wandering back to Garbo's home--he's love-sick and needs her. In this scene, Garbo is quite luminous and can't tell him to leave--as they dissolve in each other's arms. Once again, he tells her of his love for her.<br /><br />When Doña Bernarda learns of this, she is not pleased. Evidently, a Pork Queen is a better catch than an internationally known singer. Because of the meddling of this nasty old lady, Garbo leaves--unwilling to come between the mother and her wimpy son. But, Cortez comes running--announcing he MUST have her and won't rest until he has her as his wife. Moments after making this proclamation, a family friend talks to Cortez and convinces him to give her up for the good of his career and reputation. So much for ""won't rest until he has her for his wife"", huh?! Despite Cortez being a wimp through and through, for some reason she cannot bring herself to hate him. And so, he marries the Pork Queen and lives a very dull life. When years later Garbo meets Cortez again, he is a dull looking middle-aged man--while she is as beautiful as ever. And, not surprisingly, she tells him, once again, to get lost.<br /><br />At the time this film was made, Garbo was not a star in the US and Cortez was. So, in light of this, it's surprising they gave Cortez such an unlikable character to play. Instead of the usual confident Valentino-like role they'd been giving him, here he is an indecisive wimp--a HUGE wimp. And, from here on, his career was on a slow downward spiral. As for Garbo, the role helped establish her as a big star--as she was THE focus of the film and played a character much like her later personas.<br /><br />As for the film, the new music composed for it was very nice, though a tad repetitive. The print, oddly, was nearly perfect throughout except for the intertitle cards--which could use some restoration.<br /><br />A most enjoyable film--expertly constructed, wistful and worth seeing. And, for one of the few times I can think of it, I have no real complaints in this excellent film.",positive
"This movie will always be a Broadway and Movie classic, as long as there are still people who sing, dance, and act.",positive
"I wasn't really hoping for much when I went to see this. After Mst3king the heck out of JasonX with some friends though, I was hoping for a similar experience here.<br /><br />Unfortunately the movie took itself way too seriously. Do I care about Jason's problems? I'm sorry no. There are a legion Ft13th movies that cover that anyway. At at then end of the day, he's an undead serial killer, I'm just not going to get that sympathetic.<br /><br />Freddy was by far the most interesting aspect of the movie with the hallucinations and what not, but unfortunately they were few and far between and by the end of the movie, it had degenerated into a bad episode of celebrity deathmatch...only not funny.<br /><br />",negative
"I love these ""Diaper Baby"" movies! You couldn't make a movie like this today and it is rich in cinematic history. It is goofy and the film was made to make you laugh, which it does. How they ever got these kids to ""act"" I'll never know. I think they are precious and the kids make me laugh but so do the others who made this movie as it shows the naiveté that existed in the early 30's. You have to remember that this is when the film industry was very young, the stock market had crashed, the world wide depression was beginning and these films were made to give a person a break from the real world. The fact that you could see movies for five cents is beyond my comprehension, but then dinner for 25 cents is too. It was a different time with a totally different mind set.",positive
"Well made documentary focusing on two Sudanese refugees who get resettled in the United States. It's your basic fish out of water story with a non-fiction twist. I found it fascinating to see how Peter and Santino lived prior to coming to America and how they adapted once they arrived here (in Houston, Texas.) They expected a sort of heaven but found out that it's a lot harder than it looks to cope well in the states. They go from hopeful idealists to somewhat more realistic skeptics. Everywhere they go they meet bureaucrats with paper trails that most citizens may take for granted. They fret that they are blacker than the African-Americans here and don't feel accepted because of that. One of the ""Lost Boys"" manages to leave Houston to go to Olathe, Kansas, where he finds conditions slightly better but still less than ideal. There are people that try to help them as well as try to hurt them in this film. Not shown, but talked about, are those who put a gun to their heads and robbed them, leading one Lost Boy to comment negatively that ""all black people in America are no good."" I found it interesting, too, that they arrived in Houston in August 2001, a month before the World Trade Center was attacked by terrorists. I had hoped to see their reaction to this tragedy but it's not mentioned at all. Still, all in all, a really well done documentary with no narration. None is needed really. The ""Lost Boys"" do a fine job expounding on the events going on around them without any help at all, thank you very much.",positive
"I almost made a fool of myself when I was going to start this review by saying "" This movie reminded me of BILLY ELLIOT "" but then I looked up the resume of screenwriter Lee Hall only to find out that he was the guy who wrote BILLY ELLIOT so it's Mr Hall who's making a fool of himself not me <br /><br />Am I being a bit cruel on him ? No because Lee has something most other aspiring screenwriters from Britain don't have - He has his foot in the door , he has previously written a successful British movie that won awards and made money at the box office and what does he do next ? He gives the audience more of the same <br /><br />Young Jimmy Spud lives on some kitchen sink estate . He is bullied at school and no one loves him . The only thing keeping him going is that he has aspirations to be a ballet dancer . No actually he has aspirations to be an angel but considering his household he may as well be a ballet dancer . He has a macho waster of a father who thinks "" Ballet dancers are a bunch of poofs while his granddad says "" Ballet dancers are as tough as any man you could meet . I remember seeing the Bolshoi ballet ... "" Yup Ballet is a main talking point on a run down British council estate those days - NOT . Come to think of it neither is left wing politics which seems to be the sole preserve of middle class do gooders who live in nice big houses , so right away everything about this set up feels ridiculously false <br /><br />Another major criticism is that this is a film that has no clue who it's trying to appeal to . I have often criticised Channel 4 for broadcasting movies at totally inappropriate times ( THE LAND THAT TIME FORGOT at 6 am for example ) but they showed this at 2 am and for once they've got it spot on . Considering the story involves politics , ballet dancing ( Gawd I hate it ) lung cancer and poverty there's no way this can be deemed suitable for a family audience but since the main protagonist is an 11 year old child and features angels and ballet dancers ( Don't blame me if I seem obsessed with the subject - there was no need to refer to them ) there's not much here for an intelligent adult audience either . <br /><br />Of course if Lee Hall had been told at the script development stage by the producers that he should write a story featuring a schoolboy and an angel and had flatly refused saying that he wanted to write about other themes and stories then I will apologise but throughout the movie you do get the feeling that once the film was completed it was going to be marketed to the exact same audience who enjoyed BILLY ELLIOT",negative
